,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26707,34,2,13,4,9,1,4,0,0,0,45,38,0
26708,36,4,3,2,13,0,4,1,0,0,50,25,1
26709,46,2,9,4,5,2,4,1,0,0,5,38,0
26710,38,1,13,2,3,0,4,1,0,0,42,38,1
26711,55,1,8,6,0,1,4,0,0,0,40,38,0
26712,27,2,10,4,0,2,1,1,0,0,40,18,0
26713,48,2,10,2,2,0,4,1,0,0,45,38,1
26714,35,2,9,0,7,3,4,0,0,0,50,38,0
26715,53,2,10,2,2,0,2,1,7688,0,40,38,1
26716,47,2,9,2,2,0,4,1,0,0,40,38,0
26717,50,2,10,0,2,1,4,1,4650,0,22,38,0
26718,32,2,10,2,11,0,4,1,0,0,40,38,0
26719,40,2,9,2,5,0,4,1,0,0,46,38,0
26720,41,2,10,2,11,0,4,1,0,0,50,38,1
26721,47,0,13,0,9,1,4,1,0,0,40,38,0
26722,21,2,10,4,11,3,2,0,0,0,25,38,0
26723,45,1,14,2,0,0,4,1,0,0,35,38,0
26724,33,2,4,4,7,4,2,0,0,0,14,37,0
26725,68,6,10,3,4,4,4,0,0,0,25,38,0
26726,44,2,15,2,3,0,4,1,0,0,55,38,1
26727,49,2,6,2,6,0,4,1,0,0,50,38,0
26728,45,2,16,2,9,0,4,1,0,0,40,30,1
26729,41,2,10,2,13,0,4,1,0,1848,65,38,1
26730,29,2,4,2,13,0,4,1,0,0,40,25,0
26731,19,2,9,4,2,2,4,1,0,0,25,25,0
26732,56,2,6,2,5,0,4,1,0,0,40,38,0
26733,55,4,9,2,2,0,4,1,0,0,60,38,0
26734,29,2,9,4,2,1,4,1,0,0,50,38,0
26735,21,2,9,4,8,1,4,0,0,0,25,38,0
26736,52,2,3,4,5,1,4,1,0,0,50,38,0
26737,22,2,9,4,7,3,4,0,0,0,40,38,0
26738,20,2,9,2,0,0,4,1,0,0,60,38,0
26739,31,2,9,4,2,3,2,1,0,0,50,8,0
26740,39,2,9,2,2,0,4,1,0,0,40,38,0
26741,55,2,10,0,12,1,4,0,0,0,40,38,0
26742,35,2,12,5,11,4,4,1,0,0,40,38,0
26743,45,2,13,2,2,0,4,1,7298,0,55,38,1
26744,61,2,14,2,3,0,4,1,0,0,60,38,1
26745,18,2,9,4,5,3,4,1,0,0,30,38,0
26746,51,5,13,6,0,1,4,1,0,0,40,38,0
26747,37,4,9,2,6,0,4,1,0,0,40,38,0
26748,32,2,10,4,7,3,4,0,0,0,38,38,0
26749,48,2,9,5,2,4,2,1,0,0,45,38,0
26750,62,2,4,2,13,0,4,1,0,0,53,38,0
26751,28,2,9,4,13,1,4,1,0,0,45,38,0
26752,19,2,6,4,5,2,4,1,0,1602,45,38,0
26753,20,2,10,4,0,3,4,0,0,0,15,38,0
26754,41,2,13,2,4,0,4,1,0,0,40,38,0
26755,29,2,13,4,0,1,2,0,0,0,40,38,0
26756,47,2,13,2,3,0,4,1,15024,0,50,38,1
26757,43,5,13,2,9,0,4,1,0,0,37,38,1
26758,20,2,10,4,5,2,4,1,0,0,20,38,0
26759,29,2,13,2,3,0,2,1,0,0,55,38,1
26760,51,0,13,6,9,1,2,0,0,0,40,38,0
26761,40,2,11,2,2,0,4,1,0,0,40,38,1
26762,26,2,3,4,13,1,4,1,0,0,40,25,0
26763,30,2,13,4,9,3,4,0,0,0,40,38,0
26764,36,2,9,6,7,1,4,0,0,0,40,38,0
26765,68,1,9,6,10,1,4,1,0,1668,20,38,0
26766,42,2,10,4,12,1,4,0,0,0,40,38,1
26767,41,2,9,2,5,0,4,1,0,0,40,38,0
26768,43,2,13,2,3,0,4,1,0,0,45,38,1
26769,20,2,10,4,5,3,4,1,0,0,20,38,0
26770,43,2,13,0,12,3,4,1,0,0,40,38,0
26771,53,2,9,2,11,0,4,1,15024,0,60,38,1
26772,45,2,10,2,9,0,4,1,0,0,40,38,1
26773,39,2,9,4,4,4,4,1,0,0,40,38,0
26774,31,1,14,2,9,0,4,1,0,0,45,38,0
26775,23,2,10,4,11,2,1,1,0,0,25,29,0
26776,38,5,14,0,0,1,4,0,0,0,40,38,0
26777,37,4,9,2,13,0,4,1,0,0,45,4,1
26778,18,2,9,4,6,2,4,0,0,0,40,38,0
26779,41,4,9,2,3,0,4,1,0,0,45,25,0
26780,30,2,13,2,11,5,4,0,3103,0,55,38,1
26781,26,2,13,4,9,3,4,1,0,0,30,38,0
26782,37,2,9,2,2,0,4,1,0,0,40,38,0
26783,25,2,10,4,12,1,2,0,2174,0,50,38,0
26784,33,2,10,2,9,0,4,1,0,0,40,28,1
26785,37,2,13,2,3,0,4,1,15024,0,40,38,1
26786,31,2,13,4,12,1,4,1,0,0,40,38,0
26787,27,2,10,2,3,0,4,1,0,0,80,38,0
26788,35,2,14,2,11,0,4,1,0,0,40,38,1
26789,28,4,10,2,0,5,4,0,0,0,30,38,1
26790,59,2,9,4,0,1,4,1,0,0,50,12,0
26791,42,2,13,2,9,0,4,1,0,0,40,38,0
26792,50,2,9,2,13,0,4,1,0,0,40,38,1
26793,32,2,10,0,6,4,4,0,0,0,40,38,0
26794,27,2,9,5,2,4,2,1,0,0,40,38,0
26795,43,2,13,0,6,2,4,1,0,0,40,38,0
26796,46,2,7,0,9,4,0,1,0,0,40,38,1
26797,41,2,10,2,11,0,4,1,0,0,50,38,1
26798,59,1,14,0,9,4,4,0,8614,0,60,38,1
26799,20,2,10,4,11,3,4,0,0,0,30,38,0
26800,46,4,9,2,4,0,4,1,4386,0,70,38,0
26801,45,2,4,2,6,0,2,1,0,0,40,38,0
26802,29,1,9,4,5,4,1,1,0,1590,45,38,0
26803,23,2,7,2,5,0,4,1,0,0,40,25,0
26804,46,2,9,4,13,1,4,1,0,1590,48,38,0
26805,58,2,10,2,2,0,4,1,0,0,40,38,1
26806,38,2,11,4,3,2,1,0,0,0,40,38,0
26807,29,2,10,4,11,2,4,1,0,0,50,38,0
26808,26,1,13,4,9,1,4,0,0,0,40,38,0
26809,42,2,13,2,0,0,1,1,0,0,40,29,1
26810,61,2,9,5,13,4,1,1,0,0,45,38,1
26811,31,2,10,2,11,0,4,1,15024,0,45,38,1
26812,43,2,9,0,6,3,4,1,0,0,40,38,0
26813,47,2,13,2,2,0,4,1,15024,0,50,38,1
26814,51,5,9,2,2,0,4,1,0,0,56,38,1
26815,23,2,9,4,5,1,4,1,0,0,40,38,0
26816,24,2,9,4,6,4,4,0,0,0,40,38,0
26817,38,2,11,2,2,0,4,1,0,0,50,38,0
26818,48,2,9,2,5,5,4,0,0,0,16,38,1
26819,33,2,9,4,2,1,4,1,0,0,30,38,0
26820,18,2,4,4,7,2,1,0,0,0,40,29,0
26821,52,2,9,2,2,0,4,1,0,0,40,38,0
26822,46,2,13,2,9,0,4,1,0,1848,45,38,1
26823,28,2,9,4,9,1,4,1,0,0,40,38,0
26824,37,2,10,4,7,2,1,1,0,0,30,39,0
26825,45,1,14,2,9,0,4,1,0,0,50,38,1
26826,17,2,6,4,11,3,4,0,0,0,16,38,0
26827,56,2,14,2,9,0,4,1,0,0,40,38,1
26828,38,3,12,0,3,4,4,1,0,0,45,38,0
26829,81,2,4,2,13,0,4,1,0,0,10,38,0
26830,22,2,10,4,6,3,4,0,0,0,30,38,0
26831,43,5,10,0,0,4,4,0,0,0,40,38,0
26832,31,2,12,2,0,5,4,0,0,1740,40,38,0
26833,42,4,13,2,9,0,4,1,0,1887,40,38,1
26834,50,2,9,2,13,0,4,1,0,0,40,38,1
26835,31,2,10,5,5,1,4,1,0,0,40,38,0
26836,35,2,10,0,3,1,4,0,0,0,40,38,0
26837,36,2,13,5,7,4,2,0,0,0,35,38,0
26838,33,2,4,2,4,0,4,1,0,0,40,25,0
26839,36,2,13,0,9,4,2,0,0,213,40,38,0
26840,50,2,9,4,5,3,4,1,0,0,25,38,0
26841,55,2,10,2,9,0,4,1,0,0,40,38,1
26842,29,2,9,0,6,4,4,0,0,0,40,38,0
26843,24,2,10,4,7,2,2,0,0,0,30,13,0
26844,39,0,10,0,0,1,4,1,0,0,40,38,1
26845,34,2,13,4,11,1,4,1,0,0,40,38,0
26846,29,2,4,0,2,4,4,0,0,0,55,38,0
26847,60,2,10,2,2,0,3,1,0,0,32,38,1
26848,33,2,14,2,3,5,4,0,0,0,50,38,1
26849,58,2,5,4,5,3,4,1,0,0,40,7,0
26850,27,2,10,5,11,1,4,1,0,0,40,38,0
26851,46,5,10,0,10,4,0,0,0,0,40,38,0
26852,63,2,9,0,10,1,4,1,0,0,40,38,0
26853,38,4,10,0,7,4,4,0,0,0,40,38,0
26854,23,2,10,4,2,3,4,1,0,0,15,38,0
26855,29,2,13,4,9,1,4,0,8614,0,40,38,1
26856,31,2,15,2,9,5,4,0,0,0,60,38,1
26857,49,3,9,2,3,0,4,1,0,0,40,38,1
26858,45,3,16,2,9,0,4,1,0,0,60,38,1
26859,42,2,5,2,13,0,4,1,0,0,40,38,0
26860,48,2,9,2,6,0,4,1,0,0,40,38,0
26861,33,2,9,2,2,0,4,1,0,0,40,38,0
26862,24,2,10,4,0,3,4,1,0,0,40,38,0
26863,49,4,10,2,11,0,4,1,0,0,50,38,0
26864,40,2,10,2,6,0,4,1,2580,0,40,38,0
26865,57,2,11,2,9,0,4,1,0,1902,45,38,0
26866,50,2,9,0,0,1,4,0,0,0,40,38,0
26867,46,2,13,2,3,0,4,1,15024,0,55,38,1
26868,35,4,10,2,3,0,4,1,3908,0,60,38,0
26869,19,2,10,4,7,3,4,0,0,0,20,38,0
26870,18,2,6,4,7,3,4,0,0,0,28,38,0
26871,20,2,9,4,2,1,4,1,0,0,40,38,0
26872,42,2,9,0,13,1,4,1,0,0,40,38,0
26873,46,2,9,2,6,0,1,1,0,0,40,0,1
26874,40,0,9,2,0,5,4,0,0,0,20,38,1
26875,54,2,14,2,3,0,1,1,0,0,45,38,1
26876,28,2,9,2,2,0,4,1,0,0,45,38,0
26877,38,2,10,2,2,0,4,1,0,0,40,38,1
26878,28,2,10,4,8,1,4,0,0,0,40,38,0
26879,22,2,7,4,2,3,4,1,0,0,40,38,0
26880,31,2,13,2,3,0,4,1,0,0,50,38,1
26881,27,2,9,2,2,0,4,1,0,0,40,38,0
26882,45,2,13,2,9,0,4,1,0,0,42,38,1
26883,38,2,13,2,3,0,4,1,0,0,40,38,1
26884,67,4,12,2,3,5,4,0,20051,0,4,38,1
26885,75,2,14,4,10,1,4,1,0,0,16,38,0
26886,41,2,14,0,3,4,2,0,0,0,60,38,1
26887,37,2,13,2,11,0,4,1,0,0,60,38,1
26888,47,2,9,4,3,3,4,0,0,0,50,4,0
26889,34,1,13,2,9,0,4,1,0,0,45,25,1
26890,25,2,9,2,2,3,4,1,0,0,40,38,0
26891,52,2,9,6,0,1,4,0,0,0,40,38,0
26892,27,5,9,4,10,3,4,1,2174,0,40,38,0
26893,35,2,9,4,4,1,3,1,0,0,40,32,0
26894,44,1,8,2,7,2,4,0,0,0,35,25,0
26895,27,1,9,2,3,0,4,1,0,0,80,38,1
26896,42,2,10,4,12,1,4,1,0,0,33,38,0
26897,26,2,5,4,7,3,4,0,0,0,38,7,0
26898,23,2,9,4,9,1,4,1,0,0,40,1,0
26899,28,2,9,4,9,1,0,0,0,0,40,38,0
26900,38,4,9,2,2,0,4,1,0,0,50,38,0
26901,28,2,10,4,2,3,4,1,0,0,50,38,0
26902,29,2,9,4,0,2,4,0,0,0,40,38,0
26903,56,4,5,2,3,2,4,1,3411,0,50,3,0
26904,30,2,10,4,3,3,2,0,0,0,40,38,0
26905,48,2,10,2,5,0,4,1,0,0,40,38,0
26906,38,2,14,2,3,0,4,1,0,0,60,4,1
26907,24,2,9,4,5,2,4,1,0,0,40,38,0
26908,47,5,16,2,9,0,4,1,0,0,40,38,1
26909,29,2,10,4,9,2,4,0,0,0,40,38,0
26910,45,2,12,0,2,1,4,1,0,0,40,38,0
26911,24,2,9,4,2,3,4,1,0,0,40,38,0
26912,40,2,9,2,6,0,4,1,0,0,40,38,0
26913,28,1,5,2,2,0,2,1,0,0,40,37,1
26914,46,0,13,0,9,4,4,0,0,0,50,38,1
26915,32,2,10,2,6,0,4,1,0,0,40,38,0
26916,20,2,9,4,11,1,4,1,0,0,40,38,0
26917,23,2,10,4,7,4,4,1,0,0,35,25,0
26918,46,2,9,2,7,0,4,1,0,0,40,38,0
26919,21,2,9,4,11,3,4,0,0,0,35,38,0
26920,59,2,14,2,3,0,1,1,0,0,40,38,1
26921,31,2,10,2,9,0,4,1,0,0,50,38,0
26922,48,2,10,0,3,1,4,0,0,0,40,38,0
26923,34,2,4,2,13,0,4,1,0,0,40,38,0
26924,19,2,10,4,7,3,4,1,0,0,25,38,0
26925,20,2,10,4,11,3,4,1,0,0,35,38,0
26926,29,2,13,4,9,3,4,1,0,0,50,38,0
26927,54,2,10,2,2,0,4,1,0,0,40,38,1
26928,36,2,9,2,2,0,4,1,0,0,52,38,0
26929,43,2,13,4,11,1,4,1,0,0,50,38,1
26930,46,0,13,2,12,0,4,1,3103,0,40,38,1
26931,33,2,14,2,9,0,4,1,0,0,45,38,1
26932,33,2,6,0,7,4,4,0,0,0,45,38,0
26933,36,2,10,2,13,0,4,1,0,0,40,38,0
26934,37,2,9,2,5,0,4,1,5178,0,40,38,1
26935,45,4,9,2,2,0,4,1,0,0,60,38,0
26936,25,2,13,4,0,1,4,0,0,0,40,38,0
26937,28,2,11,2,6,0,4,1,0,0,40,38,0
26938,26,2,9,4,0,3,4,0,2354,0,40,38,0
26939,23,2,9,4,8,3,4,1,0,0,40,38,0
26940,24,2,9,4,3,1,4,0,0,0,40,38,0
26941,58,4,10,0,9,1,4,0,0,0,40,38,0
26942,36,2,11,0,12,4,4,0,0,0,40,38,0
26943,46,2,10,2,11,0,4,1,0,0,50,38,0
26944,32,2,10,2,11,0,4,1,4386,0,50,38,0
26945,26,2,9,4,7,4,2,1,0,0,40,38,0
26946,52,2,3,4,5,1,4,0,0,0,40,38,0
26947,19,2,9,4,7,1,4,0,0,0,45,38,0
26948,33,2,13,2,9,0,4,1,0,0,60,38,1
26949,60,2,9,2,2,0,4,1,0,0,40,38,0
26950,39,2,10,0,3,1,4,1,0,0,38,38,0
26951,45,2,13,0,3,1,4,1,0,0,45,38,0
26952,37,1,10,3,0,4,2,0,0,0,40,38,0
26953,29,2,12,4,12,3,4,1,0,0,40,38,0
26954,53,2,10,2,2,0,4,1,0,0,66,38,0
26955,46,5,10,2,3,0,4,1,0,1740,40,38,0
26956,20,2,10,4,13,3,4,1,0,0,40,38,0
26957,39,2,14,4,9,3,4,0,0,0,40,38,0
26958,48,2,10,2,9,5,4,0,7298,0,40,38,1
26959,38,2,9,2,2,0,2,1,4386,0,48,38,0
26960,36,2,9,2,2,0,4,1,0,0,45,38,0
26961,53,2,4,0,6,4,2,0,0,0,56,38,0
26962,29,2,9,4,2,1,4,1,0,1974,35,38,0
26963,64,2,4,2,0,0,4,1,2580,0,50,38,0
26964,34,2,10,2,3,0,4,1,0,0,50,38,1
26965,41,1,13,0,9,4,4,0,0,0,40,38,0
26966,34,2,9,0,3,4,4,0,0,0,38,38,0
26967,22,2,10,2,12,0,4,1,0,0,40,38,0
26968,43,2,8,2,2,0,4,1,0,0,40,38,0
26969,36,2,10,4,3,1,4,1,0,0,40,38,0
26970,47,2,9,2,11,0,4,1,0,0,55,38,1
26971,33,2,10,5,6,1,4,1,0,0,40,38,0
26972,27,2,10,4,6,2,4,0,0,0,40,38,0
26973,33,2,10,4,12,1,4,1,0,0,70,38,0
26974,24,2,9,2,13,3,4,0,0,0,40,38,0
26975,47,1,10,0,9,1,4,0,0,0,40,38,0
26976,48,3,6,2,3,0,4,1,0,0,40,38,0
26977,28,2,9,2,11,0,4,1,0,0,50,38,0
26978,33,1,13,2,9,0,4,1,0,0,40,38,1
26979,44,2,13,2,6,0,4,1,0,1977,40,38,1
26980,33,1,11,4,10,1,4,1,0,0,56,38,0
26981,26,2,10,4,0,1,4,0,0,0,25,38,0
26982,22,2,11,4,3,3,4,1,0,0,40,38,0
26983,34,2,10,2,3,0,4,1,0,0,55,38,1
26984,31,3,10,4,3,3,4,1,0,0,45,38,0
26985,38,1,11,2,3,0,4,1,0,0,40,38,0
26986,51,4,10,2,9,5,4,0,0,0,40,38,1
26987,36,2,10,2,3,0,4,1,0,0,40,38,0
26988,29,2,10,2,10,0,4,1,7688,0,54,38,1
26989,64,4,9,2,11,0,4,1,0,0,15,38,1
26990,24,2,10,4,6,3,4,1,0,0,55,38,0
26991,21,5,10,4,3,3,4,0,0,0,20,38,0
26992,28,2,10,2,2,0,4,1,0,0,60,38,1
26993,41,3,9,2,2,0,4,1,0,0,50,38,0
26994,17,2,5,4,7,3,4,1,0,0,16,38,0
26995,58,2,16,2,9,0,4,1,0,0,50,38,1
26996,50,4,13,2,11,0,4,1,0,0,8,38,0
26997,30,2,7,3,5,1,0,1,0,0,40,25,0
26998,47,2,9,2,2,0,4,1,0,0,40,38,0
26999,24,2,10,4,11,3,4,1,0,0,20,38,0
27000,50,0,10,2,3,0,2,1,0,0,40,38,0
27001,29,2,14,4,9,1,4,1,0,0,55,33,0
27002,31,4,16,2,9,0,4,1,0,0,40,38,1
27003,40,4,9,2,4,0,4,1,0,0,70,38,1
27004,31,2,10,4,11,1,4,0,0,0,60,38,0
27005,53,2,5,2,6,0,2,1,0,0,40,38,0
27006,33,2,9,4,0,1,4,0,0,0,40,38,0
27007,43,2,13,2,7,0,4,1,0,0,40,38,0
27008,56,2,10,2,3,5,4,0,7688,0,50,38,1
27009,38,2,13,2,3,5,4,0,0,0,50,38,1
27010,18,2,7,4,11,3,4,0,0,0,30,38,0
27011,50,2,9,2,3,0,4,1,0,0,40,38,1
27012,78,2,9,6,11,4,4,0,2329,0,12,38,0
27013,27,2,7,2,2,0,4,1,0,0,40,38,0
27014,19,2,10,4,11,3,4,0,0,0,25,38,0
27015,24,5,13,4,12,1,4,0,0,0,40,38,0
27016,20,2,10,4,11,3,4,1,0,1602,15,38,0
27017,25,2,14,4,9,3,4,1,0,0,35,38,0
27018,34,2,13,0,11,1,4,0,0,0,50,38,1
27019,30,3,11,2,11,0,4,1,0,0,35,38,0
27020,37,0,14,0,9,1,4,0,0,0,40,38,0
27021,38,2,9,2,6,0,4,1,0,0,48,38,1
27022,67,6,9,2,0,0,1,1,0,0,12,29,0
27023,35,2,9,2,13,0,4,1,0,0,30,38,0
27024,75,4,9,2,4,0,4,1,0,0,30,38,0
27025,47,2,10,2,3,5,4,0,0,0,50,38,0
27026,23,2,6,2,5,0,4,1,0,0,40,38,0
27027,51,0,9,0,0,1,4,0,0,0,8,38,0
27028,42,1,9,0,7,1,2,1,0,0,40,38,0
27029,32,2,10,2,12,5,4,0,0,0,32,38,1
27030,54,2,9,5,11,4,4,0,0,0,35,38,0
27031,20,2,10,4,5,3,4,0,0,0,40,38,0
27032,39,2,9,2,2,0,4,1,0,0,40,38,1
27033,41,2,9,2,2,0,4,1,7688,0,38,38,1
27034,35,2,9,4,6,1,4,0,0,0,40,38,0
27035,45,1,13,2,2,0,4,1,0,0,35,38,1
27036,27,2,13,4,11,1,4,0,0,0,40,38,0
27037,61,4,4,2,11,0,4,1,0,0,30,38,1
27038,41,2,9,4,11,1,4,1,0,0,50,38,0
27039,22,2,10,4,12,3,4,1,0,0,40,38,0
27040,55,2,10,2,2,0,2,1,15024,0,40,38,1
27041,25,2,10,2,2,0,4,1,0,0,40,38,0
27042,20,2,10,4,7,3,4,0,0,0,35,38,0
27043,20,2,10,4,6,2,2,0,0,0,35,38,0
27044,67,3,13,2,3,0,4,1,0,0,16,38,0
27045,44,2,10,2,11,0,4,1,0,0,60,38,1
27046,42,2,9,2,11,0,4,1,0,0,60,38,1
27047,29,1,10,4,0,1,3,1,0,0,40,6,0
27048,48,2,10,4,2,4,4,0,0,0,38,38,1
27049,25,2,9,4,0,2,2,0,0,0,40,38,0
27050,31,2,9,0,7,4,4,0,0,0,99,38,1
27051,48,2,13,3,11,4,4,0,0,2472,70,38,1
27052,40,2,14,0,9,1,4,1,0,0,20,38,0
27053,26,2,10,2,11,0,4,1,0,0,40,38,0
27054,28,2,9,2,7,3,4,0,0,0,35,38,0
27055,52,2,10,2,2,0,4,1,0,0,40,38,1
27056,41,4,9,2,9,0,4,1,0,0,40,38,0
27057,39,4,13,2,4,5,4,0,0,0,50,38,0
27058,48,2,9,4,0,1,2,0,0,0,16,37,0
27059,19,2,9,4,11,1,4,0,0,0,30,38,0
27060,27,2,10,2,6,0,4,1,0,1651,40,38,0
27061,59,2,11,2,11,0,4,1,0,1740,50,38,0
27062,19,2,10,4,11,2,4,1,0,0,40,38,0
27063,32,2,9,4,5,3,4,1,0,0,50,38,0
27064,39,2,9,4,5,2,4,1,0,0,40,38,0
27065,33,2,9,2,2,0,4,1,0,0,40,38,0
27066,38,2,9,4,5,1,4,1,0,0,40,38,0
27067,27,2,10,4,4,3,4,1,0,0,45,38,0
27068,23,2,9,4,3,3,4,0,0,0,45,38,0
27069,25,1,13,4,0,1,1,1,0,0,20,18,0
27070,37,3,12,2,11,0,4,1,0,0,68,38,0
27071,31,2,9,2,13,0,4,1,0,0,65,38,0
27072,24,2,12,4,11,3,4,0,0,0,37,38,0
27073,53,1,13,0,0,4,4,0,0,0,38,5,0
27074,25,2,10,2,0,5,4,0,0,0,40,38,1
27075,59,2,7,4,6,1,4,1,0,0,40,38,0
27076,39,0,9,0,0,4,4,0,0,0,40,38,0
27077,28,2,10,4,5,3,4,1,0,0,40,38,0
27078,22,2,9,4,5,1,4,1,0,0,40,38,0
27079,20,2,9,4,2,2,4,1,0,0,40,7,0
27080,25,2,10,4,7,3,4,0,0,0,40,38,0
27081,27,2,10,4,2,4,4,1,0,0,50,38,0
27082,20,2,9,4,11,4,4,1,0,0,40,38,0
27083,43,4,6,0,4,4,4,1,0,0,25,38,0
27084,39,2,10,0,0,1,4,0,0,0,40,38,0
27085,27,2,13,4,9,1,4,1,0,0,45,38,0
27086,17,2,6,4,11,3,4,0,0,0,5,38,0
27087,40,5,15,2,9,0,4,1,0,0,72,38,0
27088,50,2,10,2,2,0,4,1,0,0,48,38,1
27089,23,3,13,4,0,3,4,0,0,0,35,38,0
27090,60,2,9,2,11,0,4,1,7298,0,65,38,1
27091,30,2,9,4,3,1,4,0,0,0,40,38,0
27092,24,2,9,2,5,0,4,1,0,0,50,38,0
27093,23,2,13,4,0,3,4,0,0,0,20,38,0
27094,24,2,13,2,9,0,4,1,5013,0,30,38,0
27095,45,4,13,2,2,0,4,1,0,0,20,38,0
27096,58,3,10,2,3,0,4,1,7298,0,60,38,1
27097,22,2,10,4,11,2,4,1,0,0,20,38,0
27098,41,2,10,4,5,1,4,1,0,0,40,38,0
27099,48,2,4,2,6,0,4,1,0,0,40,38,1
27100,31,2,9,0,6,2,4,1,0,0,40,38,0
27101,33,2,15,2,9,0,4,1,0,1977,50,38,1
27102,49,3,13,2,3,0,4,1,0,0,50,38,0
27103,30,2,13,2,9,0,4,1,7688,0,50,38,1
27104,38,2,9,4,2,1,4,1,0,0,40,38,0
27105,58,1,9,2,13,0,4,1,0,0,48,38,0
27106,58,2,13,0,9,1,4,0,0,0,50,38,0
27107,61,4,9,2,3,0,4,1,0,0,40,38,0
27108,58,2,9,2,11,0,4,1,7688,0,40,38,1
27109,32,2,11,2,12,0,4,1,0,0,45,38,1
27110,33,4,9,0,2,1,4,1,0,0,50,38,0
27111,28,2,13,5,3,1,4,0,0,0,50,38,1
27112,22,2,10,4,7,3,4,0,0,0,11,38,0
27113,35,2,9,2,2,0,4,1,0,0,40,38,1
27114,59,2,9,2,11,0,4,1,0,0,55,38,0
27115,50,4,9,2,11,0,2,1,0,0,40,38,0
27116,56,3,8,6,3,1,4,0,0,0,40,38,0
27117,36,4,9,4,2,1,4,1,0,0,40,38,0
27118,28,2,10,2,11,0,0,1,0,0,60,38,0
27119,42,2,11,2,9,0,2,1,0,0,40,38,1
27120,60,2,9,2,7,0,4,1,0,0,40,38,0
27121,41,3,10,2,11,0,4,1,0,0,91,38,0
27122,42,2,13,2,12,0,4,1,7298,0,45,38,1
27123,36,2,9,2,2,0,4,1,0,0,55,38,1
27124,52,1,14,2,9,0,4,1,0,0,40,38,1
27125,42,4,9,2,13,0,4,1,0,0,40,38,0
27126,26,1,10,2,10,0,4,1,0,0,55,38,1
27127,31,1,13,0,9,4,4,0,0,0,40,38,0
27128,47,2,3,5,11,4,4,0,0,0,40,25,0
27129,35,2,10,2,6,0,4,1,0,0,50,38,0
27130,19,2,5,4,5,3,4,1,0,0,25,38,0
27131,59,4,10,2,11,5,4,0,0,0,80,38,1
27132,38,2,13,2,3,0,4,1,0,0,40,38,1
27133,36,2,13,2,3,0,4,1,0,0,50,38,0
27134,35,2,14,4,3,1,4,0,0,0,55,38,0
27135,39,2,9,2,4,0,4,1,0,0,30,38,0
27136,64,2,10,5,7,1,4,1,0,0,40,38,0
27137,17,1,6,4,7,3,4,0,0,0,25,38,0
27138,49,2,10,2,7,0,4,1,0,0,32,38,0
27139,19,2,10,4,7,3,4,0,0,0,25,38,0
27140,36,4,9,2,9,5,4,0,3137,0,40,38,0
27141,26,2,9,4,5,1,4,1,0,0,45,38,0
27142,27,2,3,4,8,2,4,0,2176,0,40,7,0
27143,66,2,13,2,9,0,4,1,20051,0,40,38,1
27144,38,2,4,2,0,0,4,1,0,0,40,38,0
27145,25,2,13,4,3,2,4,0,0,0,25,38,0
27146,19,2,9,4,9,1,4,0,0,0,40,38,0
27147,30,2,12,4,2,1,4,1,4787,0,50,38,1
27148,22,2,11,4,3,4,1,1,0,0,40,34,0
27149,60,2,10,0,2,3,4,1,0,0,44,38,1
27150,54,2,10,2,12,0,4,1,0,1977,18,38,1
27151,46,2,9,5,2,1,4,1,0,0,37,38,0
27152,33,5,10,4,7,3,4,1,0,0,40,38,0
27153,51,1,14,0,3,1,4,0,0,0,40,38,0
27154,43,2,15,2,9,0,4,1,15024,0,60,38,1
27155,60,3,9,2,4,0,4,1,0,0,25,38,0
27156,39,4,9,2,4,0,4,1,0,0,60,38,0
27157,23,2,13,4,12,3,4,0,3325,0,40,38,0
27158,39,2,12,4,12,1,4,0,0,0,40,38,0
27159,40,1,10,4,3,1,4,1,0,0,40,38,0
27160,48,2,10,2,3,0,4,1,0,0,65,38,1
27161,24,2,9,4,5,2,4,1,0,0,40,38,0
27162,32,2,9,0,5,1,4,1,0,0,40,38,0
27163,31,4,10,2,2,0,4,1,0,0,60,38,0
27164,39,2,9,4,6,1,2,1,0,0,40,38,0
27165,27,2,14,4,3,3,4,0,0,0,40,38,0
27166,45,5,14,4,0,1,2,1,0,0,38,38,0
27167,31,2,13,4,2,1,1,1,0,0,40,39,0
27168,63,2,9,0,3,1,4,0,0,0,40,38,0
27169,45,2,13,2,3,0,4,1,0,0,50,38,1
27170,28,5,10,5,0,4,4,0,0,0,50,38,0
27171,23,2,13,4,11,3,4,0,0,0,40,38,0
27172,50,2,9,2,2,0,4,1,0,0,44,38,1
27173,33,2,8,2,10,0,4,1,0,0,40,38,0
27174,27,2,13,4,11,1,4,1,13550,0,46,38,1
27175,29,2,10,2,13,0,4,1,0,0,40,38,0
27176,36,2,9,0,0,4,4,0,0,0,35,38,0
27177,60,2,2,2,2,0,4,1,0,0,40,25,1
27178,23,2,13,4,11,3,4,1,0,0,55,38,0
27179,38,3,9,2,3,0,4,1,0,0,50,38,0
27180,60,2,15,2,3,0,4,1,0,0,40,38,1
27181,20,4,10,4,2,1,4,0,0,0,35,38,0
27182,37,2,10,6,6,4,2,0,0,0,48,38,0
27183,37,2,9,4,2,4,4,1,0,0,40,38,0
27184,58,2,9,2,2,0,4,1,0,0,40,38,0
